V1,V10,CITY_reside_he,CITY_reside_en,i.user3,i.user3,,CITY_reside_ipanel_he,CITY_reside_ipanel_en
R_1ySgr6DKAD4B9ND,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3g7MQOeCXHBHEKY,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3JmX0WlC4CBLzYY,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3rG5aVq5grQoV99,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_sRpk0qolfXYTG7v,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_1hG7ZL8tSuu3dGG,1,קרית ים,QIRYAT YAM,,,חיפה,חיפה,
R_22Fe6ZHxJ6YoC1T,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_1oovIkT2t3QTetB,1,קרית אתא,QIRYAT ATA,,,המלך יהואש,המלך יהואש,
R_1n2BgDHS4zWhaAH,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_3LXpWPfXfezJHvA,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3n6jto1NEiHbCwC,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2ZJ3wmzZoDuDsu1,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2pRcV9g7Lfi0fy5,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_1C3fdgLXRYjOl0Q,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_31a4XrRj4iqSA6j,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2WSTIupQG22cmye,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_265RixBz4OefVBo,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_21n5YhPcaRXngtW,1,אחר (שפלה),OTHER,,,חיפה,חיפה,
R_VXCrqBZzBtcwJbz,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3QL4K2aXWGd5AVu,1,חיפה,HAIFA,,,חיפה,חיפה,
R_A4DVuyHuOncJEjL,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2xGcrc4j3hLDuw6,0,,,,,ראש העין,ראש העין,OTHER
R_3iKZ4Q1YXJRqwgK,0,,,,,נתניה,נתניה,NATANIA
R_3NUFB9P84bNjWkc,0,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2DV4xBRvtPrkBbl,0,,,,,פתח תקווה,פתח תקווה,PETACH TIKVA
R_3R7AdLaZ01bD18g,0,,,,,ראשון לציון,ראשון לציון,RISHON LEZION
R_2AYaVyUGfxQb1VD,0,,,,,נתניה,נתניה,NATANIA
R_2bN1Ex0tpD6EZFQ,0,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_zcHB71xHgnHwMOR,0,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1hYiTzqFd8CijvY,0,,,,,קריית אתא,קריית אתא,QIRYAT ATA
R_2TSModAqKyBcn1q,0,,,,,ראשון לציון,ראשון לציון,RISHON LEZION
R_29dkx9ITU0OgEQN,0,,,,,חיפה,חיפה,HAIFA
R_2qe1qY1aYZw2yRK,0,,,,,ראשון לציון,ראשון לציון,RISHON LEZION
R_3GxZZiYTvZzlIJK,0,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_ANbYi6DqxvJEGbv,0,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2tzKityaOLAqynT,0,,,,,קריית אתא,קריית אתא,QIRYAT ATA
R_qPCLXNDF8QUb9p7,0,,,,,פתח תקווה,פתח תקווה,PETACH TIKVA
R_s56TQ58Mcyevpyp,0,,,,,ראשון לציון,ראשון לציון,RISHON LEZION
R_2xGmmrtyLZ0FNF8,0,,,,,קריית אתא,קריית אתא,QIRYAT ATA
R_1pA3o5xN4LSgxYL,0,,,,,קריית ים,קריית ים,QIRYAT YAM
R_3r37Kp1kogZhndq,0,,,,,חיפה,חיפה,HAIFA
R_1jUosx5borEmfAO,0,,,,,קריית ביאליק,קריית ביאליק,QIRYAT BIALIK
R_2aE1yV3MDjKdEmo,0,,,,,פתח תקווה,פתח תקווה,PETACH TIKVA
R_3nC9WJolcGudWrl,0,,,,,פתח תקווה,פתח תקווה,PETACH TIKVA
R_2TvYLUmH38gTAwk,0,,,,,חיפה,חיפה,HAIFA
R_2ZWV0QeObdNsjMk,0,,,,,קריית מוצקין,קריית מוצקין,QIRYAT MOZKIN
R_2qjBT4JEVCsuTEg,0,,,,,פתח תקווה,פתח תקווה,PETACH TIKVA
R_QoHbQVjYOSbXoyJ,0,,,,,ראשון לציון,ראשון לציון,RISHON LEZION
R_2cue3TSJ7AetRlW,0,,,,,נתניה,נתניה,NATANIA
R_1Cq2kCrkjHVK5Ua,0,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_23WWLfh76lG8j61,0,,,,,נתניה,נתניה,NATANIA
R_1QimWMunJj3BcgX,0,,,,,קריית ביאליק,קריית ביאליק,QIRYAT BIALIK
R_XFX8y2ClVVNW265,0,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1M0rb97qCJU93uh,0,,,,,חיפה,חיפה,HAIFA
R_1FErfW4m4rF5qpb,0,,,,,פתח תקווה,פתח תקווה,PETACH TIKVA
R_2fDV3aNn9px68hd,0,,,,,חיפה,חיפה,HAIFA
R_2pVIv4g58lxBKHI,0,,,,,פתח תקווה,פתח תקווה,PETACH TIKVA
R_2U33CyTpukXjusR,0,,,,,פתח תקווה,פתח תקווה,PETACH TIKVA
R_3LcDhqOn5tA45Dm,0,,,,,ראשון לציון,ראשון לציון,RISHON LEZION
R_Y6aZVjtVZVUwzYJ,0,,,,,ראשון לציון,ראשון לציון,RISHON LEZION
R_3pauZOiQHUMPSil,0,,,,,קריית ים,קריית ים,QIRYAT YAM
R_5orml4Lf1OyawLL,0,,,,,חיפה,חיפה,HAIFA
R_1F4lulqe13wkko8,0,,,,,ראשון לציון,ראשון לציון,RISHON LEZION
R_3kvvPVPMl5eGwFl,0,,,,,חיפה,חיפה,HAIFA
R_bwJ0ZuXEfFFsDyV,0,,,,,חיפה,חיפה,HAIFA
R_3dYZ76qAtOMlDiV,0,,,,,פתח תקווה,פתח תקווה,PETACH TIKVA
R_1gbvf43Nq9i5N0D,0,,,,,קריית אתא,קריית אתא,QIRYAT ATA
R_2V3KUmtY5cUWhlP,0,,,,,חיפה,חיפה,HAIFA
R_1ou9ErzflG0O7xk,0,,,,,ראשון לציון,ראשון לציון,RISHON LEZION
R_8GlpiatekZLzsrL,0,,,,,פתח תקווה,פתח תקווה,PETACH TIKVA
R_D7XSX7KlZBXDEBP,0,,,,,חיפה,חיפה,HAIFA
R_2aa8KCS2qVl940O,0,,,,,#N/A,#N/A,
R_21EAjpOBYD6515J,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3lKff0qLjFF5nGL,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3068XaVI0aqB50s,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2A05xlEUvbioecl,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_Dq7lSS63TR8m1Rn,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1pWf5uRp7fbrDOK,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_1OoYc0Ir4IB2Iu3,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2ByWj5k1ero2IFl,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2rVL1ss5CwHEd92,1,חיפה,HAIFA,,,חיפה,חיפה,
R_yqXKXo42khO9VnP,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_2V2CY9c5VWYMqxp,1,חיפה,HAIFA,,,חיפה,חיפה,
R_Pt9J8zuIogUlsS5,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1n1S0cL6xArW3Ub,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_VLoftX0z15ARhGV,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3lzeY8181zaQA8p,1,חיפה,HAIFA,,,חיפה,חיפה,
R_DUL2u6OhQZqk2uR,1,נשר,NESHER,,,נשר,נשר,
R_2zdcKfmjbQyqlf7,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3eh5eMaT3CCyxgZ,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3kuDNEKIwSEnE7v,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_241LrMKGG0WUJ8X,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2YFaP0KtQ5DwLFj,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3hi5sorzgr9a7Xu,1,חיפה,HAIFA,,,קריית אתא,קריית אתא,
R_12gWGUW0OydDzh7,1,נתניה,NATANIA,,,נתניה,נתניה,
R_xycoVVfKVEF28mJ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3QEKh81hZx1YGrs,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_2v8s6OLnO73jmQj,1,חיפה,HAIFA,,,חיפה,חיפה,
R_prCLBf3dg4CtOO5,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2PheUl78YszW41h,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2Ec3eJznIwjrLph,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2pMkvFJM4SpUHtP,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1RCqNR3iQYqPgYh,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1NzzBlom9P7yiTH,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3KOYSZuaWx6nR1t,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2ZPGJF0uGtS3PFQ,1,נתניה,NATANIA,,,נתניה,נתניה,
R_UJYqDf23IMoLbMd,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1mr8H0BKHARYvUM,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3dSoncRUdQVlLik,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_5thB0yuhwQyAhFL,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_wQQTRkEa5Aw1Yfn,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2amh1yqYHP9yDcl,1,חיפה,HAIFA,,,חיפה,חיפה,
R_qEK6sVOiDSz5CMx,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_9uJA1Nx0yl5MvOp,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_22nAAgINsAQFq1S,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3OZhNQRzPmahOoN,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_1GJEPFjQz5dlCS1,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_12tioTgmjqpkKJg,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_Qc3HefbAjx5fWoN,1,חיפה,HAIFA,,,חיפה,חיפה,
R_12fOZxT0l9epq4a,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_10BLqtevQs6DU7O,1,חיפה,HAIFA,,,חיפה,חיפה,
R_27wEuS5GBrnAcDP,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1k0KR7z3XV3xQ12,1,חיפה,HAIFA,,,חיפה,חיפה,
R_WpJPRoc5xXITtmN,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3OeIVYfO5PSvxMS,1,חיפה,HAIFA,,,חיפה,חיפה,
R_5mutfqQLo8dGZqx,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1EXsce2mltD60EH,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1Pbim5DTRcwIzxn,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_2cjwqLl4i2f3Ws3,1,חיפה,HAIFA,,,חיפה,חיפה,
R_BG3FmAE17D7mJLH,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_USgl1m8Aky59aCZ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1PZb6OhbzapWo6D,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_pAHFfNkx5gx8sql,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2dsbPgrrVRil3Fg,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_1kFEQc2h0zwLeVd,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_UcNSukuYnpq6RLr,1,חיפה,HAIFA,,,חיפה,חיפה,
R_322zAF1FZh7M30D,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3nixXqoJwVuRadn,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_wXhiv1BNO7azKx3,1,חיפה,HAIFA,,,חיפה,חיפה,
R_5pvb0giWuDUIrG9,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_00PZsvpF7KGsCY1,1,נתניה,NATANIA,,,נתניה,נתניה,
R_337K2agfVLWAFFr,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_3iWHABLgxYGYxUL,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_8p1veWjOHptWKt3,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_10r6vVXMlU05xUj,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3DteqaanEb1jgEa,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3CVI7vRK3RwJ8Tl,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_AcG4m3W4eHGWeOt,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1DuthselGCoiasM,1,חיפה,HAIFA,,,חיפה,חיפה,
R_25Mdw7pfccT2Id1,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_2UaNOv3JvVXNhEk,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2WJqpLcITUef1WV,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3kLGGLHugXrRmjg,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2D2opQM8n1tb0UI,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_vPod1fA0depAJUJ,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_Y6uu9hoWsj5gsuZ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_A0xXDqDMjpRHWIV,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2dhjgvBMlY4aCsm,1,חיפה,HAIFA,,,חיפה,חיפה,
R_wNv1TGanBodPeG5,1,נתניה,NATANIA,,,נתניה,נתניה,
R_2ZPOprouj6YmNVh,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1r7ZfNHVJstqMcS,1,חיפה,HAIFA,,,חיפה,חיפה,
R_vOEX7SFIEGztwAx,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_UF2QbwTTLrLdjrz,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1pmNI6MAtHKTWdN,1,חיפה,HAIFA,,,חיפה,חיפה,
R_qCsbYuIMuj9C8YV,1,חיפה,HAIFA,,,חיפה,חיפה,
R_10w8Lv9JTh0WgKf,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_268sIkHw9LDZuJ1,1,חיפה,HAIFA,,,חיפה,חיפה,
R_PNb9a98Eq9kFQWJ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_Y4hUYPjiUXkLLOx,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2EfVk3SmOdr04xS,1,חיפה,HAIFA,,,חיפה,חיפה,
R_22JKvb5tA5uBkM1,1,חיפה,HAIFA,,,חיפה,חיפה,
R_117a7VI4iJwUpUi,1,נשר,NESHER,,,נשר,נשר,
R_3g1NFngbgPk4iXi,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_cwo9FGOGkWZaxUd,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_5cMaq44PKqh3Nkd,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_3FRQQYHGbRLj8Wv,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_0cta2m9UlfJzegN,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_1Ol6fhv8k5I7NGB,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_e4ZUXoG4x1ymsCJ,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_vq8hLcyX5PgWeHL,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3RlIqVAU8kWawhQ,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_1CshedDfoUUr8Ut,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3F4FJMdiIEQfD4J,1,חיפה,HAIFA,,,חיפה,חיפה,
R_NW8j56mPynLYvjr,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2WMbYHqyiRZG0oM,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_a3MPHvGXlMLTM2J,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3iwqpQtY577IVya,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_2aKY65LmAnVcvBP,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_71lnG73wHDBw04V,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2ZPGJ6u84yNSghZ,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1OCOM8U0n9dobiw,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_3G2H8CT6o8zY5Ai,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_2azxQ4UGSuDmJOV,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_2Xj7dVVlRR60O9Q,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_Y4if6iOqC8zTjS9,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3G8LekBpkza9FiO,1,חיפה,HAIFA,,,חיפה,חיפה,
R_31cQm8c6mG6wuQj,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3g0FNGx3hWKihs0,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1CgyRof9h6Bt0xQ,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1g7P5j5JkuOX8jG,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_3qsZuOGHDvfLPf1,1,נתניה,NATANIA,,,נתניה,נתניה,
R_1M59fZsKHULZYaQ,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_2b0GQCnVJxtrCHN,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_3fMBedojRm4gPuk,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2dMzkzNbxguP3FA,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_1PaOXNPy1VlJwdS,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3F3TXXwMAPE2xBF,1,פתח תקווה,PETACH TIKVA,,,פתח תקווה,פתח תקווה,
R_1BQMQ5JwwOgdTqG,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1FfyNfL0xHYRWVC,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2aRM6qOnxX8g0G6,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1o5cupjH3LjTfhS,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2UbcksuYWdzk1y3,1,חיפה,HAIFA,,,חיפה,חיפה,
R_29g2Cxhwj9moNqx,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1QJGDutXHAOg6hB,1,חיפה,HAIFA,,,חיפה,חיפה,
R_ZktXMOSvquqftHr,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2ROH3zA5fIBL2MN,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_11dQ5JWefSQiqKI,1,חיפה,HAIFA,,,חיפה,חיפה,
R_RD2GwhVnyLlGmsx,1,חיפה,HAIFA,,,חיפה,חיפה,
R_23fLPT2qjKBDooN,1,נשר,NESHER,,,נשר,נשר,
R_3NRhnZa9EBPgMef,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_AtcGmhRudXl1197,1,חיפה,HAIFA,,,חיפה,חיפה,
R_skhCHg7OuCkOgrD,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_6Fr1UyrMkXmqVGx,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_1gN5ZqJpHhqRl4B,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3ixob8x1GpK4KKK,1,חיפה,HAIFA,,,חיפה,חיפה,
R_stiKTY6DtLAB1Xr,1,חיפה,HAIFA,,,חיפה,חיפה,
R_232m6SkGF5S1IA8,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3JkNN2FtwJP4FNM,1,נתניה,NATANIA,,,נתניה,נתניה,
R_3LgRjvFbkjUVFGj,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_pReQrH9xcYeG72V,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_2qCUk3822rchTf6,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_2rVknzvrdsiw6lJ,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_22XPgP2Mn7I1Efz,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2wd8QsxqnuiMj0O,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3PHNtZ5CGmAj3zU,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3ssSPVQi8KY2x70,1,ראשון לציון,RISHON LEZION,,,ראשון לציון,ראשון לציון,
R_1HiuXeRuXi4a8rB,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2YrzGfBwzuuQVdm,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_10qtK7rc0WiD3jH,1,חיפה,HAIFA,,,חיפה,חיפה,
R_6xOMRoDZJVuy2wF,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_2tiq61v0u0Zs8lB,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_3j83vG2e0zVXiHJ,1,קרית אתא,QIRYAT ATA,,,קריית אתא,קריית אתא,
R_3Eg3F4xubXQKDoL,1,חיפה,HAIFA,,,חיפה,חיפה,
R_Q55hKszQn0jitzj,1,חיפה,HAIFA,,,חיפה,חיפה,
R_4OUmfd5jMSwR0u5,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_1LIHTRFb6ShAhAY,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_41NFHDfsjI91GAV,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_vSLSZyeoS6tEvzr,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3HMk1IUpVsPunAT,1,חיפה,HAIFA,,,חיפה,חיפה,
R_0dESGNl2Ahb9iIF,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_3scbSVPsCGbwxDv,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2D85xtSH77zBX2B,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3kjFpWZ62fgyEwK,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1HiaSsUF8TLXVDF,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_2rPdV3R8Od2Gi4C,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_DktN4CG3pbenZbX,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ים,קריית ים,
R_1esMpvfJ7ASEp0J,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3Oiyg1CNF7EJyQe,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_2dYHBaUtIsVqbZ1,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3MGaevl17S0niys,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2ePEqHrQTHVBwxa,1,חיפה,HAIFA,,,קריית מוצקין,קריית מוצקין,
R_0IpnXlqqm3KPDm9,1,נשר,NESHER,,,נשר,נשר,
R_2CdKTu2vgH9Wspa,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2f6CKHQJMQJJTQ8,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
R_1DnX4rodb9XQL0x,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_1NdZIwFzWo6oTal,1,חיפה,HAIFA,,,חיפה,חיפה,
R_3PZHBLF2ukLvnlv,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1jHsZ3oBrUswqGm,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2pXns4KetHfn0y4,1,חיפה,HAIFA,,,חיפה,חיפה,
R_z1EnurvAKwvFXCp,1,קרית חיים,QIRYAT HAIM,,,חיפה,חיפה,
R_1HqLCHEYsrVmuwA,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1E1oHQWFiLn0FcH,1,נשר,NESHER,,,נשר,נשר,
R_bdef5liMzREUr4t,1,קרית ביאליק,QIRYAT BIALIK,,,קריית ביאליק,קריית ביאליק,
R_pE2CeXFacjLtDgZ,1,אחר (מפרץ חיפה),OTHER (HAIFA BAY),,,חיפה,חיפה,
R_3L0WVP419rfeq3R,1,חיפה,HAIFA,,,חיפה,חיפה,
R_1LFgXBwX2gMevXH,1,קרית ים,QIRYAT YAM,,,קריית ים,קריית ים,
R_1BRBSOdqtZePTBy,1,חיפה,HAIFA,,,חיפה,חיפה,
R_Z2cFsNKR8GKQue5,1,חיפה,HAIFA,,,חיפה,חיפה,
R_DGdSlzrgeZoZqet,1,חיפה,HAIFA,,,חיפה,חיפה,
R_2fB9sBu5zBCki7D,1,קרית מוצקין,QIRYAT MOZKIN,,,קריית מוצקין,קריית מוצקין,
